tmsp,amount,success,3D_secured,success_txnFee,failure_txnFee,noOfAttempts,Month,Day,Hour,country_Germany,country_Switzerland,PSP_Moneycard,PSP_Simplecard,PSP_UK_Card,card_Master,card_Visa,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday
2019-01-01 00:41:25,34,0,0,1,0.5,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2019-01-01 00:41:43,34,0,0,10,5.0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019-01-01 00:44:21,324,0,0,3,1.0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 00:46:07,251,0,1,3,1.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 00:46:34,251,0,1,3,1.0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 00:47:16,251,0,1,3,1.0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 00:47:39,251,0,1,1,0.5,4,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 00:51:27,100,0,0,3,1.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 00:51:38,100,0,0,3,1.0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 00:52:00,100,0,0,3,1.0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 00:52:04,100,0,0,3,1.0,4,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 00:52:29,100,0,0,1,0.5,5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 00:55:23,221,0,0,5,2.0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-01 00:56:41,340,0,0,1,0.5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 00:56:57,340,1,0,3,1.0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 01:01:44,257,0,1,3,1.0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:01:46,257,0,1,10,5.0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-01 01:02:11,257,0,1,3,1.0,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:02:24,257,1,1,3,1.0,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:03:31,193,0,0,3,1.0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:04:58,36,1,1,1,0.5,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 01:06:03,146,0,0,1,0.5,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 01:08:40,192,0,0,3,1.0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:08:43,192,1,0,3,1.0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:11:02,14,0,0,5,2.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 01:11:31,14,0,0,3,1.0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:12:36,175,0,0,5,2.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-01 01:13:02,175,0,0,1,0.5,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2019-01-01 01:13:05,175,1,0,1,0.5,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2019-01-01 01:14:10,270,0,0,1,0.5,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 01:14:59,270,0,0,3,1.0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:17:19,256,0,0,3,1.0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:17:30,256,0,0,3,1.0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:18:30,256,0,0,3,1.0,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:18:37,256,1,0,5,2.0,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 01:19:43,310,0,0,10,5.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
2019-01-01 01:20:37,310,0,0,1,0.5,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2019-01-01 01:20:51,310,0,0,3,1.0,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:21:40,310,0,0,3,1.0,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:21:43,310,0,0,1,0.5,5,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2019-01-01 01:21:47,310,0,0,3,1.0,6,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:22:11,310,1,0,3,1.0,7,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:23:24,239,0,0,1,0.5,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 01:26:31,37,0,0,3,1.0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:26:51,37,0,0,1,0.5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 01:27:10,37,0,0,5,2.0,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 01:28:02,37,0,0,3,1.0,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:28:53,37,0,0,1,0.5,5,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 01:35:33,56,0,1,1,0.5,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2019-01-01 01:35:55,56,0,1,3,1.0,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:35:56,56,0,1,5,2.0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-01 01:36:57,192,0,1,10,5.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-01-01 01:37:01,192,0,1,1,0.5,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 01:38:15,324,0,0,3,1.0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:38:22,324,0,0,3,1.0,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:38:37,324,0,0,3,1.0,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:38:55,324,1,0,1,0.5,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2019-01-01 01:40:49,105,0,0,3,1.0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:41:08,105,0,0,1,0.5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 01:42:01,105,0,0,3,1.0,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:42:20,105,0,0,5,2.0,4,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 01:43:15,105,0,0,10,5.0,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-01 01:44:16,228,0,0,3,1.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 01:44:25,228,0,0,3,1.0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 01:45:17,228,1,0,3,1.0,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 01:46:23,322,0,0,3,1.0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 01:47:23,322,0,0,5,2.0,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 01:54:24,367,0,0,5,2.0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-01 01:55:08,367,0,0,3,1.0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:55:17,367,1,0,3,1.0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 01:57:28,190,0,0,3,1.0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 01:57:29,190,0,0,1,0.5,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 01:58:00,190,0,0,3,1.0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 01:58:54,190,0,0,3,1.0,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 01:59:14,190,0,0,3,1.0,5,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 02:01:48,186,0,0,3,1.0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:02:01,186,1,0,3,1.0,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:03:39,121,0,1,5,2.0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:03:52,121,0,1,3,1.0,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:04:19,121,1,1,3,1.0,3,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:06:48,274,1,0,3,1.0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:08:53,264,0,1,1,0.5,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 02:10:05,132,0,0,3,1.0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:10:07,132,0,0,1,0.5,2,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 02:10:33,132,0,0,5,2.0,3,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:10:49,132,0,0,1,0.5,4,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 02:11:16,132,0,0,5,2.0,5,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:13:13,228,0,0,1,0.5,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 02:14:18,279,0,1,3,1.0,1,1,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:14:51,279,0,1,1,0.5,2,1,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 02:14:59,279,0,1,3,1.0,3,1,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:15:16,279,1,1,3,1.0,4,1,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:16:34,104,1,0,5,2.0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:18:06,184,0,0,1,0.5,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 02:20:08,258,0,0,3,1.0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 02:24:07,209,1,0,3,1.0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:25:56,260,0,0,3,1.0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:25:58,260,0,0,3,1.0,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:26:36,260,0,0,3,1.0,3,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:26:40,260,0,0,5,2.0,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:28:50,383,0,0,3,1.0,1,1,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:30:02,109,0,0,5,2.0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:31:15,161,0,0,1,0.5,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 02:33:00,127,0,0,1,0.5,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 02:33:24,127,0,0,5,2.0,2,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:33:39,127,0,0,5,2.0,3,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:36:48,233,1,1,1,0.5,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0
2019-01-01 02:38:38,129,0,1,3,1.0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:39:30,129,0,1,10,5.0,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:39:31,129,0,1,3,1.0,3,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:40:04,129,1,1,3,1.0,4,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:43:05,243,0,0,1,0.5,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 02:43:06,243,0,0,5,2.0,2,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:43:11,243,1,0,3,1.0,3,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:47:14,131,0,0,3,1.0,1,1,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:47:19,131,1,0,3,1.0,2,1,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:48:32,225,0,0,3,1.0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:49:50,246,0,0,1,0.5,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 02:55:25,126,1,1,3,1.0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 02:56:37,82,0,1,3,1.0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:57:03,82,0,1,3,1.0,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:57:45,82,0,1,3,1.0,3,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:58:13,82,0,1,3,1.0,4,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:58:32,82,1,1,5,2.0,5,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 02:59:36,329,0,0,3,1.0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 02:59:57,329,0,0,5,2.0,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 03:00:27,329,1,0,3,1.0,3,1,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:02:33,335,1,0,3,1.0,1,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:09:31,173,0,1,3,1.0,1,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:10:10,173,1,1,3,1.0,2,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:13:08,222,0,0,3,1.0,1,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:13:20,222,1,0,3,1.0,2,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:17:18,181,0,1,1,0.5,1,1,1,3,0,1,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 03:18:01,181,0,1,1,0.5,2,1,1,3,0,1,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 03:18:15,181,0,1,3,1.0,3,1,1,3,0,1,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:19:14,181,1,1,1,0.5,4,1,1,3,0,1,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 03:22:08,85,0,1,10,5.0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-01-01 03:22:11,85,0,1,3,1.0,2,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 03:22:19,85,0,1,3,1.0,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 03:23:13,85,0,1,1,0.5,4,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 03:24:09,85,1,1,3,1.0,5,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 03:29:48,62,0,0,5,2.0,1,1,1,3,1,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 03:29:55,62,0,0,3,1.0,2,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:30:54,62,0,0,3,1.0,3,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:31:51,62,0,0,3,1.0,4,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:31:52,62,0,0,3,1.0,5,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:32:31,62,0,0,3,1.0,6,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:32:58,62,0,0,10,5.0,7,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-01 03:35:19,291,0,0,3,1.0,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:35:29,291,1,0,3,1.0,2,1,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:38:02,107,1,1,3,1.0,1,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:42:38,78,0,0,5,2.0,1,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0
2019-01-01 03:45:09,22,0,1,3,1.0,1,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:45:52,22,0,1,3,1.0,2,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:46:26,22,0,1,3,1.0,3,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 03:49:09,164,1,0,5,2.0,1,1,1,3,0,1,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 03:50:52,203,0,0,1,0.5,1,1,1,3,0,1,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 03:51:37,203,0,0,1,0.5,2,1,1,3,0,1,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 03:52:59,277,0,0,3,1.0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 03:53:27,277,0,0,1,0.5,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 03:53:51,277,0,0,1,0.5,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 03:56:43,105,1,0,1,0.5,1,1,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 03:59:51,239,0,1,3,1.0,1,1,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 04:00:03,239,1,1,3,1.0,2,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 04:01:23,113,0,1,5,2.0,1,1,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-01 04:02:01,113,1,1,3,1.0,2,1,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 04:03:26,379,1,0,3,1.0,1,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:04:46,175,0,1,3,1.0,1,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:06:29,84,0,1,5,2.0,1,1,1,4,0,1,1,0,0,1,0,0,0,0,0,1,0
2019-01-01 04:10:35,268,0,1,1,0.5,1,1,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 04:11:16,268,0,1,3,1.0,2,1,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0
2019-01-01 04:11:24,268,1,1,1,0.5,3,1,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0
2019-01-01 04:12:37,129,0,0,1,0.5,1,1,1,4,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 04:13:18,129,0,0,1,0.5,2,1,1,4,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 04:13:25,129,0,0,1,0.5,3,1,1,4,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 04:13:43,129,1,0,3,1.0,4,1,1,4,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:16:02,224,0,0,10,5.0,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-01 04:16:10,224,0,0,3,1.0,2,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:17:04,224,0,0,1,0.5,3,1,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 04:17:21,224,0,0,3,1.0,4,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:18:01,224,0,0,3,1.0,5,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:18:19,224,1,0,3,1.0,6,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:20:19,242,1,0,3,1.0,1,1,1,4,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:22:20,45,0,0,1,0.5,1,1,1,4,1,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 04:22:37,45,1,0,3,1.0,2,1,1,4,1,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:23:49,322,0,0,3,1.0,1,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 04:24:42,322,0,0,3,1.0,2,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 04:25:07,322,0,0,5,2.0,3,1,1,4,1,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-01 04:25:15,322,1,0,3,1.0,4,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-01 04:26:17,164,0,1,3,1.0,1,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:26:34,164,0,1,3,1.0,2,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:26:39,164,0,1,3,1.0,3,1,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-01 04:27:10,164,0,1,1,0.5,4,1,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-01 04:27:57,164,0,1,1,0.5,5,1,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0
